2-73 6-55 11-29 17-17 23-64 28-42 34-63 36-52 39-45 46-49 53-47 56-55 59-40 63-31 69-58 78-51 85-61 86-38 90-57 93-38 99-42 111-64 116-31
2-45 6-63 11-46 17-59 23-45 28-34 34-42 36-32 39-27 44-54 53-43 56-29 59-37 63-37 69-36 77-81 85-48 86-71 90-60 93-61 99-33 111-48 116-48
2-65 6-33 10-77 17-35 23-70 28-41 34-70 36-64 39-30 44-36 53-80 56-52 59-41 63-38 68-34 77-40 85-79 86-76 90-56 93-74 99-44 110-52 116-71
2-66 6-61 10-38 13-67 23-43 28-34 34-13 36-64 39-50 41-50 53-81 56-40 59-48 63-44 68-41 78-37 85-74 86-33 90-57 93-56 98-42 111-45 116-54
2-43 6-55 10-43 17-40 23-31 28-27 34-49 36-67 39-59 41-47 53-33 56-21 59-27 63-36 67-67 78-61 85-21 86-58 90-31 93-24 98-48 110-42 116-29
1-45 3-13 10-51 16-40 24-62 29-48 34-6 36-30 39-51 45-54 52-46 56-54 61-55 66-38 70-21 80-41 85-40 86-50 90-15 95-53 101-60 111-49 114-44
2-61 6-73 10-35 17-34 23-64 28-76 34-64 36-64 39-94 44-47 53-54 56-42 59-54 63-45 69-34 77-66 85-38 86-43 90-21 93-41 99-31 111-43 116-39
2-75 6-37 10-79 13-49 23-70 28-76 34-74 36-51 39-52 43-82 53-63 56-35 59-25 63-48 67-29 76-64 85-56 86-38 90-65 93-64 99-59 111-33 116-63
1-61 3-55 11-76 16-49 24-28 29-46 34-57 36-30 39-37 43-48 52-53 56-21 61-34 66-50 69-61 80-60 85-53 86-41 90-43 95-66 101-50 110-56 116-46
1-59 3-48 11-43 15-54 24-66 30-41 34-69 37-83 38-23 43-35 52-31 56-17 59-106 63-42 67-56 76-39 85-33 86-47 90-72 93-31 98-44 107-66 116-59
1-53 3-58 11-45 16-35 24-58 30-42 34-52 37-81 38-35 43-23 52-24 56-41 59-47 63-48 67-24 76-42 85-58 86-56 90-44 93-41 98-72 110-45 116-61
2-64 3-71 10-19 13-55 23-71 28-51 34-42 36-21 39-36 46-63 53-16 56-83 59-51 63-29 67-54 78-54 85-77 86-15 90-14 93-34 99-24 111-65 116-53
1-64 6-51 11-36 14-58 24-52 29-57 34-49 36-38 39-48 45-41 52-64 56-50 61-30 66-34 69-48 77-31 85-58 86-11 90-37 95-66 101-58 110-33 117-51
1-23 3-114 9-54 16-69 24-37 30-78 34-45 37-72 38-54 41-53 52-64 56-59 59-22 63-87 67-49 76-38 85-70 86-54 90-54 93-28 99-37 110-69 116-48
2-41 6-47 10-51 17-59 23-51 28-51 34-40 36-56 39-22 44-50 53-37 56-55 59-68 63-38 68-46 76-50 85-54 86-40 90-54 93-35 99-35 110-21 116-69
2-44 6-62 10-43 17-44 23-56 28-55 34-59 36-48 39-18 46-55 53-69 56-66 59-60 63-57 67-70 76-53 85-48 86-32 90-49 93-68 99-34 111-15 116-65
2-26 6-64 11-21 17-5 23-61 28-50 34-50 36-71 39-58 43-43 53-57 56-74 59-54 63-35 68-45 77-35 85-20 86-77 90-51 93-60 98-60 110-80 116-19
1-51 3-70 11-63 14-32 24-60 29-47 34-41 36-47 39-51 43-29 52-36 56-55 61-57 66-46 71-62 80-37 85-56 86-39 90-33 95-35 101-48 110-14 116-60
2-24 6-76 10-53 13-84 23-46 28-35 34-62 36-41 39-57 46-34 53-68 56-73 59-55 63-67 68-40 78-53 85-56 86-56 90-80 93-64 99-56 110-26 116-63
2-36 6-42 11-76 17-18 23-62 28-45 34-44 36-47 39-48 44-60 53-35 56-36 59-37 63-27 67-26 76-20 85-46 86-47 90-62 93-42 99-36 110-69 116-42
2-63 6-34 10-18 17-30 23-41 28-68 34-47 36-22 39-28 46-32 53-49 56-70 59-42 63-61 69-37 76-51 85-29 86-24 90-56 93-44 99-58 110-30 116-24
1-50 3-63 11-51 14-33 24-49 29-69 34-59 36-44 39-19 43-56 52-46 56-103 61-61 66-62 69-53 77-38 85-35 86-59 90-51 95-52 101-38 110-80 117-34
1-40 3-45 11-51 16-53 24-86 30-78 34-77 36-48 38-44 41-53 52-40 56-63 59-50 63-55 67-67 76-37 85-48 86-58 90-34 93-52 99-31 110-68 116-61
2-17 6-44 11-25 17-44 23-61 28-42 34-22 36-24 39-50 46-42 53-46 56-48 59-42 63-43 67-64 77-36 85-48 86-57 90-35 93-56 98-63 110-63 116-67
1-31 3-63 9-43 16-57 24-28 30-50 34-30 36-50 38-59 42-38 52-71 56-49 59-53 63-34 67-48 76-3 85-80 86-42 90-58 93-12 99-31 107-41 116-42
1-19 3-46 11-42 15-14 24-13 30-50 34-33 36-35 38-43 46-51 52-14 56-47 59-48 63-49 67-58 76-24 85-34 86-58 90-42 93-40 99-34 110-34 116-39
1-31 3-28 11-60 16-54 24-62 29-64 34-53 36-41 39-79 45-40 52-45 56-53 61-42 66-43 69-58 79-48 85-68 86-68 90-36 95-52 101-37 111-78 114-62
2-52 6-42 10-69 16-50 23-53 28-26 34-35 36-38 39-48 41-58 53-67 56-29 59-15 63-49 67-26 77-59 85-25 86-50 90-78 93-58 99-60 110-53 116-57
2-53 6-11 11-53 17-29 23-56 28-55 34-58 36-86 39-46 41-44 53-60 56-52 59-33 63-67 68-69 78-47 85-52 86-43 90-31 93-45 98-31 110-44 116-64
1-72 6-63 11-49 14-76 24-42 29-57 34-42 36-55 39-4 43-41 52-43 56-56 61-34 66-63 71-33 77-29 85-47 86-41 90-46 95-54 101-24 111-41 117-28
2-47 6-32 11-86 17-44 23-55 28-50 34-87 36-21 39-65 46-66 53-62 56-60 59-52 63-43 68-65 76-87 85-35 86-63 90-62 93-51 98-23 111-48 116-66
2-48 6-27 10-38 17-47 23-50 28-29 34-47 36-58 39-34 44-41 53-42 56-64 59-52 63-52 67-43 77-56 85-56 86-85 90-55 93-31 99-49 110-44 116-50
2-45 6-47 11-61 16-44 23-61 28-69 34-84 36-27 39-36 46-41 53-67 56-49 59-65 63-55 69-37 76-41 85-47 86-47 90-53 93-48 99-40 110-71 116-36
2-71 6-49 10-22 17-27 23-65 28-55 34-60 36-45 39-26 41-68 53-65 56-19 59-51 63-70 68-71 76-71 85-47 86-39 90-44 93-60 99-39 111-40 116-43
2-28 6-55 11-20 16-71 23-35 28-28 34-65 36-51 39-38 46-43 53-24 56-38 59-56 63-65 67-65 77-47 85-44 86-41 90-47 93-64 98-83 110-15 116-45
2-36 6-73 10-37 13-77 23-50 28-53 34-73 36-40 39-37 46-64 53-57 56-44 59-54 63-54 67-62 77-28 85-44 86-12 90-46 93-59 98-62 111-48 116-52
2-41 6-37 10-58 17-71 23-63 28-69 34-44 36-23 39-44 44-38 53-75 56-35 59-71 63-52 69-49 76-61 85-50 86-49 90-52 93-69 98-51 110-48 116-39
2-73 6-60 10-34 13-33 23-67 28-62 34-36 36-87 39-46 44-35 53-59 56-42 59-50 63-38 68-67 78-33 85-40 86-45 90-40 93-33 99-71 110-43 116-49
2-41 6-60 11-27 17-47 23-56 28-32 34-55 36-48 39-34 41-23 53-50 56-33 59-57 63-36 69-35 77-66 85-47 86-49 90-42 93-64 99-29 111-52 116-39
2-37 6-32 10-53 17-51 23-49 28-75 34-61 36-34 39-80 44-46 53-78 56-82 59-71 63-43 67-68 77-58 85-47 86-18 90-34 93-56 99-47 111-51 116-32
2-54 6-52 11-34 16-53 23-67 28-48 34-59 36-80 39-23 44-61 53-42 56-54 59-56 63-52 67-47 78-93 85-55 86-60 90-45 93-54 98-36 111-82 116-41
2-45 3-29 11-59 16-58 23-74 28-76 34-67 36-84 39-46 43-57 53-45 56-48 59-38 63-34 69-42 76-50 85-46 86-38 90-51 93-70 99-60 111-53 116-37
2-52 6-20 10-60 13-52 23-52 28-36 34-55 36-31 39-47 43-30 53-84 56-33 59-21 63-38 67-59 77-48 85-50 86-23 90-47 93-71 99-45 111-47 116-44
2-56 6-55 10-50 13-32 23-47 28-34 34-45 36-50 39-53 43-52 53-36 56-57 59-37 63-64 68-52 77-46 85-72 86-50 90-65 93-61 99-33 110-24 116-51
2-62 3-57 11-40 17-55 23-51 28-64 34-57 36-61 39-47 41-45 53-52 56-58 59-88 63-60 68-32 76-39 85-21 86-40 90-52 93-59 98-32 111-56 116-33
2-63 6-35 11-54 13-41 23-46 28-60 34-29 36-45 39-47 43-59 53-48 56-49 59-58 63-48 67-52 77-39 85-28 86-74 90-60 93-26 98-52 111-70 116-38
1-48 3-23 11-69 16-52 24-60 29-56 34-71 36-45 39-27 45-72 52-61 56-85 61-17 66-41 70-58 80-26 85-37 86-66 90-78 95-48 101-33 111-35 117-54
2-56 6-64 10-92 17-51 23-68 28-41 34-32 36-47 39-56 43-56 53-45 56-60 59-57 63-35 67-52 77-32 85-75 86-51 90-53 93-51 99-38 111-46 116-37
2-60 3-67 10-74 16-52 23-43 28-57 34-64 36-40 39-23 41-35 53-35 56-60 59-64 63-64 67-53 78-33 85-84 86-44 90-51 93-41 98-27 111-46 116-40
2-65 6-41 10-36 13-71 23-69 28-58 34-57 36-29 39-49 44-29 53-54 56-66 59-40 63-49 69-67 77-36 85-43 86-26 90-50 93-33 99-31 110-46 116-81
2-70 6-64 10-54 13-46 23-41 28-39 34-44 36-29 39-48 44-61 53-36 56-43 59-55 63-62 68-33 77-45 85-41 86-42 90-44 93-74 98-38 111-72 116-50
2-41 6-73 10-57 16-39 23-36 28-63 34-24 36-46 39-55 44-49 53-66 56-73 59-63 63-70 69-45 78-64 85-57 86-12 90-30 93-51 99-40 111-45 116-57
1-11 3-67 11-61 16-31 24-40 29-41 34-57 36-53 39-47 45-55 52-53 56-39 61-74 66-56 69-39 80-59 85-49 86-37 90-32 95-66 101-25 110-57 116-76
2-59 6-73 11-39 17-33 23-31 28-62 34-58 36-33 39-38 44-55 53-66 56-34 59-65 63-53 69-42 76-52 85-51 86-60 90-40 93-62 99-38 110-56 116-27
1-44 6-39 11-57 16-29 24-56 29-79 34-38 36-27 39-61 42-19 52-61 56-72 61-62 66-51 69-40 79-81 85-31 86-34 90-49 95-37 101-30 110-32 116-37
2-50 6-41 10-43 16-62 23-46 28-40 34-45 36-57 39-28 46-19 53-64 56-68 59-67 63-76 69-50 77-68 85-58 86-47 90-34 93-30 99-46 111-57 116-22
2-44 6-44 10-47 16-27 23-51 28-34 34-51 36-33 39-29 41-23 53-41 56-15 59-40 63-27 68-56 78-34 85-32 86-46 90-70 93-35 99-70 110-9 116-48
2-43 6-54 11-54 16-52 23-33 28-38 34-68 36-44 39-25 46-51 53-66 56-77 59-64 63-76 69-69 76-31 85-53 86-54 90-52 93-54 98-38 111-47 116-80
1-59 6-11 11-65 14-27 24-46 29-69 34-34 36-44 39-59 45-45 52-54 56-36 61-42 66-64 69-58 79-40 85-68 86-30 90-77 95-49 101-74 110-34 117-64
2-64 3-53 10-47 13-45 23-39 28-42 34-60 36-25 39-70 41-55 53-44 56-57 59-50 63-53 68-42 76-40 85-71 86-38 90-57 93-52 99-70 110-45 116-30
2-33 6-63 10-42 16-33 23-55 28-52 34-86 36-73 39-38 43-43 53-46 56-31 59-66 63-41 68-30 78-75 85-31 86-43 90-54 93-30 99-23 111-50 116-34
1-47 6-53 11-56 16-50 24-36 29-45 34-51 36-86 39-46 45-52 52-60 56-33 61-72 66-75 71-74 80-42 85-37 86-66 90-57 95-55 101-46 110-24 116-68
2-53 6-71 10-72 13-39 23-49 28-40 34-74 36-36 39-57 44-46 53-69 56-57 59-47 63-43 68-57 76-59 85-35 86-52 90-53 93-73 98-40 110-42 116-51
1-27 3-30 11-70 16-53 24-26 30-63 34-58 37-23 38-20 46-48 52-55 56-53 59-42 63-49 67-55 76-49 85-60 86-55 90-44 93-38 98-55 107-33 116-91
2-46 6-44 10-15 17-44 23-28 28-75 34-55 36-47 39-38 44-48 53-47 56-49 59-39 63-82 69-48 76-17 85-32 86-49 90-45 93-67 99-38 111-58 116-68
1-53 3-60 9-29 15-40 24-52 30-39 34-35 37-44 38-47 42-66 52-68 56-37 59-36 63-25 67-47 76-34 85-29 86-33 90-47 93-18 98-44 107-19 116-25
2-63 6-53 10-66 13-54 23-50 28-59 34-54 36-25 39-51 41-71 53-61 56-61 59-50 63-53 67-57 77-18 85-79 86-51 90-72 93-40 98-57 110-57 116-40
1-67 3-94 9-53 15-57 24-49 30-32 34-87 36-41 38-45 41-75 52-40 56-69 59-50 63-45 67-68 76-48 85-30 86-37 90-33 93-53 99-54 110-51 116-58
2-67 6-35 10-16 17-54 23-60 28-57 34-30 36-55 39-52 43-59 53-57 56-38 59-48 63-53 69-72 77-55 85-66 86-62 90-41 93-56 99-43 111-44 116-37
2-67 6-18 11-53 16-57 23-57 28-45 34-41 36-49 39-54 46-24 53-67 56-51 59-29 63-33 67-41 78-58 85-45 86-74 90-59 93-50 99-64 110-54 116-39
2-29 6-45 11-30 17-48 23-50 28-41 34-68 36-72 39-33 43-41 53-78 56-54 59-50 63-80 69-35 76-53 85-57 86-52 90-60 93-43 98-30 111-30 116-59
2-58 6-47 10-45 17-41 23-46 28-55 34-26 36-52 39-65 44-48 53-51 56-45 59-38 63-14 68-41 76-52 85-58 86-53 90-63 93-53 99-53 111-51 116-42
1-33 3-19 9-32 16-54 24-47 30-52 34-16 36-42 38-49 43-14 52-48 56-67 59-45 63-39 67-27 76-38 85-53 86-69 90-48 93-62 98-56 107-48 116-53
2-62 6-40 10-29 17-62 23-54 28-45 34-38 36-61 39-67 41-64 53-82 56-35 59-50 63-50 69-63 76-35 85-33 86-23 90-40 93-38 98-61 111-32 116-37
2-20 6-71 10-38 17-27 23-59 28-55 34-38 36-35 39-42 41-35 53-54 56-26 59-47 63-55 68-67 78-56 85-36 86-73 90-57 93-51 98-35 110-61 116-54
1-56 3-34 11-61 18-46 24-57 30-44 34-56 37-55 38-38 41-36 52-87 56-68 59-28 63-67 67-36 76-72 85-32 86-37 90-42 93-76 98-39 110-61 116-54
2-46 6-46 11-42 17-18 23-51 28-26 34-45 36-59 39-26 46-56 53-17 56-51 59-28 63-81 69-64 77-59 85-28 86-13 90-54 93-61 98-50 111-59 116-51
1-40 3-46 9-31 18-63 24-27 30-63 34-55 36-60 38-59 46-59 52-45 56-80 59-41 63-48 67-36 76-79 85-48 86-50 90-67 93-74 99-38 110-58 116-50
2-42 6-28 11-35 17-52 23-62 28-39 34-42 36-53 39-45 44-31 53-58 56-66 59-48 63-55 69-47 78-61 85-51 86-57 90-55 93-58 98-32 111-62 116-37
1-44 6-12 11-20 16-60 24-42 29-25 34-47 36-74 39-49 42-39 52-55 56-44 61-68 66-45 71-54 77-39 85-71 86-65 90-35 95-55 101-47 111-58 114-50
2-50 6-43 10-49 16-52 23-49 28-45 34-57 36-62 39-74 43-42 53-47 56-53 59-66 63-35 68-1 77-42 85-61 86-21 90-53 93-44 99-65 111-55 116-45
1-44 3-49 11-47 16-41 24-15 29-43 34-46 36-64 39-57 45-36 52-34 56-37 61-44 66-41 70-45 77-37 85-38 86-78 90-57 95-35 101-42 111-24 114-37
2-73 6-58 10-62 13-49 23-50 28-32 34-60 36-57 39-39 41-74 53-68 56-39 59-42 63-47 69-39 77-71 85-76 86-31 90-43 93-0 98-58 110-35 116-40
2-46 6-28 10-48 17-42 23-58 28-22 34-71 36-50 39-61 46-60 53-44 56-85 59-45 63-56 69-45 77-46 85-43 86-30 90-58 93-28 99-42 110-54 116-40
2-40 6-38 10-67 13-72 23-12 28-43 34-22 36-59 39-86 46-51 53-74 56-38 59-53 63-27 69-58 77-34 85-56 86-20 90-44 93-65 98-44 110-54 116-67
1-67 3-65 9-54 18-47 24-39 30-64 34-69 37-53 38-47 42-23 52-50 56-63 59-38 63-63 67-47 76-53 85-56 86-33 90-55 93-76 98-44 107-63 116-46
1-34 3-39 10-70 16-49 24-25 29-37 34-39 36-55 39-29 45-49 52-55 56-32 61-44 66-66 70-90 77-41 85-67 86-59 90-32 95-46 101-63 111-58 117-32
2-65 6-31 11-53 17-52 23-46 28-39 34-76 36-39 39-64 43-38 53-50 56-35 59-60 63-46 68-76 77-71 85-37 86-70 90-62 93-31 99-70 110-17 116-50
2-31 6-30 11-71 16-62 23-28 28-82 34-54 36-43 39-52 44-70 53-74 56-33 59-66 63-49 67-40 76-43 85-39 86-11 90-44 93-64 98-35 110-42 116-38
2-51 6-57 10-56 16-53 23-36 28-42 34-69 36-20 39-63 41-25 53-44 56-45 59-26 63-30 67-48 76-78 85-58 86-45 90-42 93-50 98-43 110-48 116-53
2-28 6-48 10-3 17-36 23-37 28-78 34-53 36-77 39-44 43-36 53-65 56-44 59-3 63-66 68-87 76-55 85-46 86-74 90-40 93-35 99-25 111-41 116-47
2-40 6-37 10-52 17-51 23-40 28-53 34-65 36-41 39-25 46-25 53-34 56-48 59-54 63-54 67-53 76-48 85-45 86-66 90-49 93-70 98-74 110-35 116-30
2-36 3-51 11-59 16-53 23-37 28-38 34-55 36-39 39-33 41-69 53-48 56-66 59-41 63-42 67-52 77-51 85-62 86-39 90-52 93-29 99-55 111-49 116-65
1-54 3-50 11-71 16-38 24-42 29-40 34-40 36-42 39-28 42-47 52-67 56-63 61-35 66-56 70-22 77-24 85-57 86-59 90-49 95-41 101-61 111-53 116-31
2-41 3-11 10-39 13-36 23-51 28-36 34-61 36-78 39-61 46-27 53-17 56-55 59-22 63-56 68-24 77-33 85-64 86-40 90-32 93-60 99-32 111-48 116-41
2-23 6-70 10-56 17-24 23-41 28-79 34-46 36-87 39-59 46-69 53-46 56-28 59-51 63-56 67-35 77-33 85-76 86-80 90-30 93-40 98-33 111-49 116-28
2-65 6-54 11-38 17-54 23-41 28-56 34-55 36-24 39-62 41-70 53-53 56-42 59-48 63-26 69-44 76-58 85-47 86-49 90-53 93-58 98-48 111-69 116-31
1-56 3-23 11-38 15-53 24-48 30-36 34-71 36-14 38-39 41-65 52-39 56-65 59-41 63-52 67-48 76-65 85-61 86-42 90-43 93-72 98-70 110-35 116-27
2-66 6-46 10-27 17-33 23-48 28-46 34-44 36-33 39-55 43-54 53-67 56-66 59-53 63-58 68-54 77-74 85-40 86-58 90-30 93-36 98-40 111-52 116-43
2-44 6-69 10-63 16-42 23-45 28-49 34-44 36-51 39-11 43-40 53-49 56-59 59-41 63-70 67-51 76-71 85-52 86-18 90-34 93-34 99-26 111-61 116-65
1-70 3-42 11-58 16-70 24-41 29-72 34-53 36-83 39-56 43-60 52-42 56-32 61-52 66-52 70-38 79-45 85-44 86-52 90-41 95-56 101-88 111-43 114-68
2-27 6-79 10-53 16-23 23-45 28-24 34-37 36-60 39-54 41-41 53-44 56-56 59-89 63-77 69-45 76-56 85-41 86-41 90-55 93-84 99-38 111-57 116-25
1-62 3-68 9-42 15-53 24-39 30-30 34-63 37-33 38-37 41-61 52-30 56-50 59-35 63-64 67-67 76-50 85-43 86-56 90-52 93-38 98-41 110-79 116-80
2-78 6-45 11-29 17-38 23-84 28-65 34-56 36-35 39-42 41-53 53-55 56-38 59-49 63-55 69-53 77-66 85-63 86-44 90-82 93-26 98-51 110-41 116-16
1-41 3-54 9-34 15-59 24-56 30-40 34-67 36-42 38-78 41-51 52-78 56-49 59-48 63-49 67-34 76-65 85-43 86-9 90-63 93-46 98-54 107-44 116-46
1-79 3-34 11-43 16-54 24-60 29-56 34-57 36-23 39-34 42-34 52-28 56-38 61-62 66-50 69-39 77-59 85-18 86-59 90-46 95-52 101-46 110-44 116-50
1-67 3-45 11-37 16-38 24-44 29-40 34-52 36-59 39-49 45-12 52-50 56-61 61-53 66-52 71-44 77-57 85-58 86-56 90-29 95-33 101-48 111-70 116-42
2-72 6-43 10-52 16-51 23-73 28-83 34-80 36-39 39-54 46-54 53-64 56-37 59-67 63-62 68-49 78-68 85-30 86-53 90-76 93-29 99-42 110-32 116-69
2-19 6-48 10-22 16-39 23-41 28-27 34-45 36-37 39-34 43-28 53-76 56-66 59-80 63-65 67-26 78-57 85-32 86-29 90-59 93-47 99-55 110-32 116-42
2-49 6-23 10-54 17-53 23-64 28-54 34-32 36-54 39-23 43-48 53-41 56-77 59-37 63-61 69-75 76-55 85-84 86-55 90-47 93-38 99-65 111-43 116-16
2-51 6-45 10-4 17-45 23-40 28-42 34-70 36-65 39-29 43-44 53-50 56-71 59-79 63-51 67-65 78-50 85-22 86-41 90-39 93-12 98-59 111-0 116-59
1-66 3-43 11-57 16-41 24-58 29-48 34-50 36-48 39-61 45-56 52-27 56-81 61-43 66-66 71-75 80-68 85-50 86-46 90-71 95-48 101-16 110-77 117-53
2-55 6-69 11-52 17-64 23-48 28-20 34-41 36-74 39-60 46-43 53-49 56-51 59-4 63-45 69-66 76-55 85-35 86-49 90-42 93-55 99-51 111-70 116-35
2-76 6-49 11-39 17-65 23-39 28-68 34-42 36-70 39-43 41-47 53-38 56-58 59-86 63-28 68-65 77-51 85-25 86-31 90-44 93-60 98-65 111-41 116-49
1-51 3-50 10-75 16-41 24-67 29-53 34-52 36-44 39-42 42-41 52-74 56-63 61-38 66-45 70-24 80-20 85-53 86-58 90-40 95-58 101-58 110-45 114-35
2-42 6-67 11-60 17-78 23-47 28-74 34-52 36-36 39-59 46-45 53-50 56-79 59-45 63-64 67-56 78-27 85-54 86-66 90-52 93-72 98-63 111-43 116-26
1-51 3-55 11-82 16-36 24-37 30-41 34-50 37-58 38-58 43-33 52-67 56-69 59-61 63-75 67-39 76-50 85-39 86-53 90-35 93-52 99-57 107-44 116-41
2-40 6-62 10-40 16-39 23-47 28-38 34-61 36-45 39-29 46-41 53-54 56-95 59-52 63-78 68-39 76-44 85-55 86-57 90-74 93-63 98-37 111-47 116-59
2-38 6-19 10-49 17-16 23-54 28-46 34-45 36-32 39-62 44-57 53-24 56-63 59-64 63-44 68-32 78-53 85-23 86-58 90-47 93-71 99-28 111-28 116-58
2-28 6-22 10-44 17-71 23-57 28-19 34-37 36-51 39-64 41-47 53-45 56-47 59-76 63-49 69-46 76-32 85-33 86-54 90-52 93-34 99-65 111-48 116-16
2-54 6-33 10-22 16-54 23-43 28-50 34-66 36-82 39-47 44-47 53-52 56-52 59-20 63-40 67-74 77-17 85-35 86-57 90-29 93-43 98-66 111-35 116-47
2-43 3-25 11-41 17-71 23-54 28-31 34-50 36-50 39-42 41-43 53-26 56-58 59-48 63-18 67-68 76-67 85-32 86-63 90-49 93-32 99-39 111-36 116-50
2-46 6-42 10-75 16-39 23-42 28-79 34-58 36-28 39-39 46-48 53-28 56-50 59-49 63-80 69-62 76-19 85-39 86-27 90-47 93-19 98-76 111-48 116-47
1-65 3-17 9-51 18-41 24-44 30-50 34-34 36-53 38-30 43-42 52-61 56-36 59-34 63-57 67-72 76-29 85-54 86-26 90-40 93-73 98-61 107-31 116-14
2-17 6-58 10-45 13-56 23-15 28-5 34-72 36-58 39-74 46-32 53-67 56-29 59-35 63-58 67-39 77-60 85-63 86-61 90-41 93-20 99-46 110-56 116-71
1-67 3-37 11-28 16-36 24-54 29-65 34-32 36-38 39-26 43-18 52-36 56-62 61-45 66-56 71-60 80-48 85-63 86-26 90-51 95-69 101-56 111-46 114-29
2-58 6-45 10-64 17-55 23-29 28-37 34-54 36-44 39-47 41-64 53-39 56-33 59-48 63-53 67-42 77-43 85-30 86-43 90-38 93-47 98-34 110-37 116-40
2-71 6-39 10-44 16-25 23-62 28-51 34-21 36-74 39-68 44-60 53-52 56-44 59-49 63-47 68-34 76-49 85-51 86-60 90-38 93-29 99-49 110-38 116-42
2-43 6-50 11-56 17-16 23-49 28-56 34-66 36-47 39-48 41-81 53-47 56-12 59-71 63-44 69-38 78-48 85-28 86-34 90-59 93-57 99-68 110-60 116-58
1-44 3-34 9-80 15-78 24-28 30-63 34-60 37-65 38-37 46-56 52-42 56-57 59-57 63-67 67-54 76-30 85-50 86-69 90-32 93-31 99-49 110-41 116-81
1-70 3-33 11-56 15-68 24-53 30-53 34-60 37-36 38-62 41-47 52-42 56-19 59-59 63-32 67-65 76-76 85-70 86-49 90-63 93-47 99-66 110-58 116-48
2-65 3-66 10-28 13-42 23-20 28-69 34-37 36-99 39-46 41-80 53-72 56-57 59-35 63-35 67-86 76-49 85-56 86-35 90-41 93-56 99-57 110-65 116-57
2-81 6-60 11-64 17-33 23-70 28-73 34-32 36-49 39-37 44-58 53-71 56-73 59-57 63-85 69-31 78-36 85-52 86-63 90-61 93-73 98-82 110-51 116-59
2-36 6-40 10-46 17-50 23-33 28-65 34-59 36-49 39-29 44-70 53-42 56-69 59-53 63-50 68-40 77-35 85-69 86-60 90-7 93-59 98-44 110-76 116-42
2-84 3-39 10-22 16-57 23-80 28-62 34-50 36-62 39-46 46-66 53-32 56-37 59-59 63-46 68-36 77-49 85-52 86-23 90-48 93-69 99-37 111-51 116-66
1-25 3-28 11-55 16-59 24-29 29-43 34-58 36-71 39-71 43-41 52-65 56-54 61-59 66-90 70-37 77-26 85-52 86-47 90-53 95-62 101-63 110-41 116-49
1-64 3-83 11-61 15-45 24-65 30-45 34-14 37-33 38-41 41-56 52-66 56-27 59-34 63-50 67-70 76-51 85-20 86-45 90-42 93-34 98-38 110-37 116-58
2-28 6-27 10-32 13-41 23-50 28-52 34-40 36-55 39-54 44-44 53-31 56-40 59-44 63-42 67-44 76-49 85-58 86-33 90-42 93-49 98-67 111-52 116-72
2-26 6-44 11-27 17-27 23-47 28-52 34-37 36-52 39-61 44-37 53-25 56-75 59-3 63-43 68-68 78-64 85-34 86-46 90-70 93-63 98-56 110-25 116-49
1-52 3-33 11-60 15-70 24-44 30-45 34-38 37-69 38-73 46-48 52-43 56-66 59-48 63-60 67-56 76-59 85-37 86-50 90-22 93-64 98-44 110-40 116-26
1-44 3-64 9-64 16-49 24-45 30-47 34-44 37-25 38-27 43-26 52-20 56-54 59-52 63-25 67-55 76-35 85-45 86-65 90-56 93-40 98-43 107-42 116-21
2-38 3-27 10-34 17-30 23-68 28-47 34-56 36-50 39-41 43-50 53-90 56-43 59-52 63-23 69-79 77-41 85-44 86-37 90-48 93-14 98-73 110-56 116-27
1-62 3-66 11-35 16-65 24-20 29-48 34-52 36-53 39-35 45-58 52-68 56-56 61-64 66-51 71-43 77-43 85-43 86-34 90-26 95-42 101-71 110-14 116-70
1-47 3-30 11-19 16-62 24-59 30-34 34-27 36-71 38-57 43-42 52-55 56-18 59-50 63-58 67-48 76-72 85-45 86-49 90-47 93-48 99-55 110-42 116-22
1-68 3-42 11-44 16-55 24-54 29-49 34-58 36-33 39-53 45-48 52-51 56-44 61-14 66-34 70-49 77-49 85-53 86-34 90-29 95-49 101-38 110-83 116-23
1-53 3-59 9-41 16-48 24-32 30-48 34-39 36-38 38-51 41-64 52-40 56-73 59-41 63-59 67-29 76-53 85-25 86-41 90-64 93-43 99-28 110-63 116-47
2-58 3-44 11-41 16-51 23-55 28-59 34-34 36-48 39-40 44-40 53-34 56-49 59-54 63-78 69-72 78-26 85-79 86-46 90-45 93-38 98-14 110-60 116-19
1-36 3-71 11-47 18-52 24-45 30-48 34-61 36-30 38-83 46-78 52-61 56-30 59-36 63-52 67-53 76-66 85-29 86-21 90-8 93-78 98-45 107-58 116-58
2-69 6-76 11-64 17-44 23-48 28-53 34-57 36-53 39-18 41-40 53-48 56-55 59-26 63-50 68-42 77-43 85-54 86-49 90-61 93-53 99-74 110-53 116-22
1-75 3-64 9-85 18-36 24-46 30-3 34-45 36-38 38-61 41-66 52-38 56-57 59-56 63-44 67-72 76-45 85-55 86-28 90-35 93-17 98-75 110-59 116-27
1-86 3-47 11-22 16-62 24-45 30-70 34-47 37-54 38-41 43-20 52-22 56-17 59-35 63-54 67-30 76-41 85-41 86-67 90-50 93-53 98-67 107-62 116-26
2-53 6-56 10-47 17-42 23-71 28-30 34-60 36-61 39-62 43-46 53-29 56-60 59-57 63-21 68-41 78-31 85-63 86-39 90-46 93-10 98-50 111-48 116-67
